ID,Incident Number,Incident Date,Age,Sex of Victim,Race of Victim,Injury,Relationship,State,Location
2866,N0 ROBLQ0 N: ,20030719,29: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,42: TX,20: Residence/Home
2867,N0 ROEMTA N: ,20030923,14: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,42: TX,13: Highway/Road/Alley
2868,N0 ROTQ13 N: ,20030820,28: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,42: TX,20: Residence/Home
2869,0PPG4N4P2RV9: ,20030905,36: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,42: TX,20: Residence/Home
2870,3--08O03VSCT: ,20030729,17: ,M: Male,W: White,N: None,OK: Victim was Otherwise Known,42: TX,13: Highway/Road/Alley
2871,4N-ZR V4G0W5: ,20030808,05: ,M: Male,W: White,N: None,ST: Victim was Stranger,42: TX,8: Department/Discount Store
2872,87-4ZBY8V39G: ,20030712,26: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,42: TX,20: Residence/Home
2873,604AMMM72 N: ,20030916,21: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,18: Parking Lot/Garage
2874,604IVRD72 N: ,20030921,13: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,20: Residence/Home
2875,604IVRQ72 N: ,20030921,12: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,25: Other/unknown
2876,604RO5R72 N: ,20030725,26: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,42: TX,5: Commercial/Office Building
2877,604RWSH72 N: ,20030803,19: ,F: Female,B: Black,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
2878,60BYCMC72 N: ,20030712,10: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,"24: Specialty Store (TV, Fur, Etc.)"
2879,4N-ZOSI4G0W5: ,20030810,22: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,42: TX,20: Residence/Home
2880,6Z-I I06PU72: ,20030810,24: ,F: Female,W: White,L: Severe Laceration,FR: Victim was Friend,42: TX,14: Hotel/Motel/Etc.
2881,N0 RO5D1U N: ,20030808,18: ,F: Female,B: Black,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
2882,N0 ROTMGD N: ,20030728,26: ,F: Female,B: Black,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,8: Department/Discount Store
2883,2W00PU7PZ70N: ,20030807,01: ,M: Male,W: White,N: None,BE: Victim was Babysittee (the baby),42: TX,20: Residence/Home
2884,NH057287T854: ,20030801,02: ,M: Male,W: White,N: None,GC: Victim was Grandchild,42: TX,20: Residence/Home
2885,NH057287T854: ,20030801,BB: 7-364 Days Old,M: Male,W: White,N: None,GC: Victim was Grandchild,42: TX,20: Residence/Home
2886,P903W5HW5K37: ,20030717,02: ,M: Male,W: White,N: None,GC: Victim was Grandchild,42: TX,20: Residence/Home
2887,VX06YBRFB-6C: ,20030916,21: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
2888,VX06YBRYRH6F: ,20030821,08: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,13: Highway/Road/Alley
2889,VX06YBRYRH6F: ,20030821,08: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,13: Highway/Road/Alley
2890,Z8024KO4M72L: ,20030731,08: ,M: Male,B: Black,N: None,CH: Victim was Child,42: TX,20: Residence/Home
2891,Z8024KO4M72L: ,20030731,07: ,M: Male,B: Black,N: None,CH: Victim was Child,42: TX,20: Residence/Home
2892,Z8024KO4M72L: ,20030731,05: ,F: Female,B: Black,N: None,CH: Victim was Child,42: TX,20: Residence/Home
2893,Z8024KO4M72L: ,20030731,03: ,M: Male,B: Black,N: None,CH: Victim was Child,42: TX,20: Residence/Home
2894,LN08KOZU7C8N: ,20030724,19: ,F: Female,B: Black,M: Apparent Minor Injury,AQ: Victim was Acquaintance,42: TX,25: Other/unknown
2895,LN08KOZU7C8N: ,20030724,23: ,M: Male,B: Black,M: Apparent Minor Injury,AQ: Victim was Acquaintance,42: TX,25: Other/unknown
2896,NH05728G2N5I: ,20030825,13: ,F: Female,W: White,N: None,RU: Relationship Unknown,42: TX,22: School/College
2897,VX06YBROTC6F: ,20030914,18: ,F: Female,W: White,N: None,RU: Relationship Unknown,42: TX,20: Residence/Home
2898,N0 ROM9SC N: ,20030808,30: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,3: Bar/Nightclub
2899,3T4WR1ZL6X I: ,20030927,27: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
2900,P337ANBRVSCT: ,20030729,27: ,F: Female,W: White,M: Apparent Minor Injury,CS: Victim was Common-Law Spouse,42: TX,20: Residence/Home
2901,60AKY3D72 N: ,20030812,53: ,M: Male,W: White,N: None,: ,42: TX,25: Other/unknown
2902,60ARWE972 N: ,20030806,23: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,42: TX,20: Residence/Home
2903,60DAC3972 N: ,20030720,36: ,M: Male,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,42: TX,18: Parking Lot/Garage
2904,60IIV5Q72 N: ,20030927,30: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,25: Other/unknown
2905,323XO1AQ-F39: ,20030807,24: ,F: Female,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,42: TX,13: Highway/Road/Alley
2906,2W00PU7L9G0O: ,20030806,27: ,F: Female,B: Black,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
2907,3A01Q-FHND1W: ,20030720,28: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,18: Parking Lot/Garage
2908,LN08KOZBDV8B: ,20030722,26: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,42: TX,20: Residence/Home
2909,LN08KOZODV8B: ,20030911,05: ,M: Male,B: Black,N: None,GC: Victim was Grandchild,42: TX,20: Residence/Home
2910,O207J4K4EX7Z: ,20030916,33: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,13: Highway/Road/Alley
2911,P903W5HJOP3L: ,20030801,00: Unknown,F: Female,B: Black,N: None,AQ: Victim was Acquaintance,42: TX,20: Residence/Home
2912,P903W5HJUF3L: ,20030710,34: ,M: Male,W: White,N: None,XS: Victim was Ex-Spouse,42: TX,20: Residence/Home
2913,P903W5HK6X36: ,20030815,04: ,M: Male,W: White,N: None,GC: Victim was Grandchild,42: TX,20: Residence/Home
2914,UG095HP4F392: ,20030713,11: ,F: Female,W: White,N: None,CH: Victim was Child,42: TX,20: Residence/Home
2915,UG095HQUO292: ,20030930,13: ,M: Male,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,42: TX,7: Convenience Store
2916,VX06YBKVS96C: ,20030925,20: ,F: Female,W: White,N: None,RU: Relationship Unknown,42: TX,20: Residence/Home
2917,VX06YBKVS96C: ,20030925,01: ,M: Male,W: White,N: None,RU: Relationship Unknown,42: TX,20: Residence/Home
2918,3A01Q-FQZU18: ,20030713,23: ,F: Female,B: Black,M: Apparent Minor Injury,OF: Victim was Other Family Member,42: TX,13: Highway/Road/Alley
2919,60QSFMQ72 N: ,20030822,19: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,42: TX,13: Highway/Road/Alley
2920,60VABBD72 N: ,20031001,19: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,42: TX,18: Parking Lot/Garage
2921,O207J45JEX73: ,20030812,21: ,F: Female,W: White,N: None,SE: Victim was Spouse,42: TX,20: Residence/Home
2922,P903W5MW4X3T: ,20030814,33: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
2923,Z8024KHEB729: ,20030929,13: ,M: Male,W: White,N: None,ST: Victim was Stranger,42: TX,13: Highway/Road/Alley
2924,K04L6XANR4R: ,20030806,26: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,13: Highway/Road/Alley
2925,NH0572840R5O: ,20030927,32: ,M: Male,W: White,M: Apparent Minor Injury,: ,42: TX,18: Parking Lot/Garage
2926,O207J4KJCR7I: ,20030704,23: ,M: Male,W: White,N: None,XS: Victim was Ex-Spouse,42: TX,25: Other/unknown
2927,UG095HP67L9N: ,20030803,33: ,M: Male,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
2928,VX06YBRYTM6-: ,20030712,27: ,F: Female,B: Black,M: Apparent Minor Injury,ST: Victim was Stranger,42: TX,13: Highway/Road/Alley
2929,Z8024KOCB728: ,20030905,21: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,11: Government/Public Building
2930,1T1M17KG6X I: ,20031108,04: ,F: Female,W: White,N: None,CH: Victim was Child,14: IA,13: Highway/Road/Alley
2931,1T1M17KG6X I: ,20031108,55: ,F: Female,W: White,N: None,OF: Victim was Other Family Member,14: IA,13: Highway/Road/Alley
2932,87148LKMF39G: ,20031130,23: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,14: IA,20: Residence/Home
2933,CI0 XES9PU N: ,20031104,18: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,14: IA,20: Residence/Home
2934,3920W3H76P2S: ,20031018,18: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,14: IA,13: Highway/Road/Alley
2935,CI0 AO5--2 N: ,20031106,24: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,14: IA,20: Residence/Home
2936,CI0 XO5-Q2 N: ,20031106,01: ,M: Male,W: White,N: None,CH: Victim was Child,14: IA,20: Residence/Home
2937,60 RFBCSS N: ,20031229,47: ,F: Female,W: White,N: None,SE: Victim was Spouse,14: IA,20: Residence/Home
2938,60 RY3HSA N: ,20031018,13: ,M: Male,W: White,L: Severe Laceration,OK: Victim was Otherwise Known,14: IA,13: Highway/Road/Alley
2939,CI0 RFSQFC N: ,20031012,17: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,14: IA,13: Highway/Road/Alley
2940,CI0 RFTLVS N: ,20031114,21: ,F: Female,A: Asian/Pacific Islander,M: Apparent Minor Injury,XS: Victim was Ex-Spouse,14: IA,20: Residence/Home
2941,CI0 RFZDVF N: ,20031020,22: ,F: Female,W: White,N: None,ST: Victim was Stranger,14: IA,20: Residence/Home
2942,CI0 RYRQSC N: ,20031005,40: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,14: IA,20: Residence/Home
2943,60 RC5L1S N: ,20031005,15: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,14: IA,20: Residence/Home
2944,60 RW5HP- N: ,20031128,34: ,M: Male,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,14: IA,13: Highway/Road/Alley
2945,60 RWBQGS N: ,20031111,12: ,F: Female,W: White,N: None,ST: Victim was Stranger,14: IA,13: Highway/Road/Alley
2946,5Z52K3TD1AEM: ,20031227,10: ,M: Male,U: Unknown,M: Apparent Minor Injury,OK: Victim was Otherwise Known,14: IA,20: Residence/Home
2947,VX06YBRFZD60: ,20031101,39: ,F: Female,W: White,N: None,RU: Relationship Unknown,14: IA,13: Highway/Road/Alley
2948,CI0 XEZMQ2 N: ,20031130,14: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,14: IA,20: Residence/Home
2949,N0 RC39GF N: ,20031228,12: ,M: Male,I: American Indian/Alaskan Native,N: None,CH: Victim was Child,14: IA,20: Residence/Home
2950,87-WN4E8F39G: ,20031226,14: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
2951,G039A0H2LX1A: ,20031023,18: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
2952,G039A0H2ZY1A: ,20031026,23: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
2953,G039A0HPS61A: ,20031124,38: ,F: Female,W: White,N: None,SE: Victim was Spouse,15: KS,20: Residence/Home
2954,G039A0HZ9Y1A: ,20031109,12: ,M: Male,W: White,N: None,OK: Victim was Otherwise Known,15: KS,20: Residence/Home
2955,60 -FTBK2 N: ,20031010,01: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,13: Highway/Road/Alley
2956,60QIETBK2 N: ,20031220,16: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,13: Highway/Road/Alley
2957,2U-J VY2-F39: ,20031214,22: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
2958,3--085J3VSCT: ,20031013,20: ,F: Female,W: White,N: None,FR: Victim was Friend,15: KS,20: Residence/Home
2959,50-UOP851AEM: ,20031125,35: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
2960,6-QRVB 728N: ,20031004,20: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,15: KS,20: Residence/Home
2961,UH0 KOILGX N: ,20031123,78: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,15: KS,20: Residence/Home
2962,6-4AC3 728N: ,20031021,43: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
2963,6-4ACB 728N: ,20031021,43: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
2964,6-4ACM 728N: ,20031021,43: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
2965,6-4SY3 728N: ,20031220,25: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,25: Other/unknown
2966,A0305BMCTD1A: ,20031021,19: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,18: Parking Lot/Garage
2967,A03ZJHMCTD1A: ,20031211,16: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,25: Other/unknown
2968,A03ZJHMCTD1A: ,20031211,14: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,25: Other/unknown
2969,A03ZLBMCTD1A: ,20031121,53: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
2970,CI0 XVQHF2 N: ,20031029,36: ,F: Female,I: American Indian/Alaskan Native,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,25: Other/unknown
2971,CI0 XVR9F2 N: ,20031125,23: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,15: KS,20: Residence/Home
2972,CI0 XE5HS2 N: ,20031101,33: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
2973,CI0 XEER12 N: ,20031126,35: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,15: KS,20: Residence/Home
2974,CI0 XYSR62 N: ,20031231,32: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,15: KS,13: Highway/Road/Alley
2975,P03HP27UZD1A: ,20031023,24: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
2976,P03HP2ZVLD1A: ,20031209,21: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,13: Highway/Road/Alley
2977,0X-M55W0UD1A: ,20031005,BB: 7-364 Days Old,F: Female,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
2978,604SWQQ72 N: ,20031124,24: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,13: Highway/Road/Alley
2979,09-HW0O0LG1A: ,20031024,00: Unknown,U: Unknown,U: Unknown,N: None,ST: Victim was Stranger,15: KS,15: Jail/Prison
2980,08-HW0F0J2BA: ,20031109,24: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,15: KS,20: Residence/Home
2981,08-HW0F0L7TA: ,20031101,39: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,25: Other/unknown
2982,08-HW0F0Z7KA: ,20031114,18: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
2983,08-HW0F0Z7KA: ,20031114,26: ,M: Male,W: White,M: Apparent Minor Injury,VO: Victim was Offender,15: KS,20: Residence/Home
2984,19-MA1S17U5I: ,20031219,38: ,F: Female,B: Black,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,14: Hotel/Motel/Etc.
2985,19-MA1S1FW6I: ,20031222,45: ,M: Male,W: White,N: None,ST: Victim was Stranger,15: KS,"24: Specialty Store (TV, Fur, Etc.)"
2986,19-MA1S1FW6I: ,20031222,32: ,M: Male,W: White,N: None,ST: Victim was Stranger,15: KS,"24: Specialty Store (TV, Fur, Etc.)"
2987,19-MA1S1FW6I: ,20031222,49: ,M: Male,W: White,N: None,ST: Victim was Stranger,15: KS,"24: Specialty Store (TV, Fur, Etc.)"
2988,19-MA1S1T74I: ,20031128,15: ,U: Unknown,U: Unknown,N: None,CH: Victim was Child,15: KS,20: Residence/Home
2989,19-MA1S1T74I: ,20031128,13: ,U: Unknown,U: Unknown,N: None,CH: Victim was Child,15: KS,20: Residence/Home
2990,19-MA1S1T74I: ,20031128,13: ,U: Unknown,U: Unknown,N: None,CH: Victim was Child,15: KS,20: Residence/Home
2991,2L-J82H2LSX9: ,20031226,21: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,21: Restaurant
2992,2L-J82H2LSX9: ,20031226,20: ,M: Male,W: White,N: None,ST: Victim was Stranger,15: KS,21: Restaurant
2993,97-WG959PPTD: ,20031025,41: ,F: Female,W: White,N: None,SE: Victim was Spouse,15: KS,18: Parking Lot/Garage
2994,97-WG959RZTD: ,20031024,41: ,F: Female,W: White,N: None,SE: Victim was Spouse,15: KS,18: Parking Lot/Garage
2995,09-M4OP0TD1A: ,20031210,20: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
2996,2U-0WVO2-F39: ,20031024,23: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
2997,09-044706N1A: ,20031122,42: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
2998,09-0P570IC1A: ,20031017,11: ,M: Male,W: White,N: None,CH: Victim was Child,15: KS,18: Parking Lot/Garage
2999,09-0P570IC1A: ,20031017,09: ,M: Male,W: White,N: None,CH: Victim was Child,15: KS,18: Parking Lot/Garage
3000,09-0P570IC1A: ,20031017,07: ,M: Male,W: White,N: None,CH: Victim was Child,15: KS,18: Parking Lot/Garage
3001,09-0PK70941A: ,20031029,29: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,18: Parking Lot/Garage
3002,092NJ0FL6D1A: ,20031004,19: ,F: Female,B: Black,N: None,VO: Victim was Offender,15: KS,20: Residence/Home
3003,1T-1AWF1PG I: ,20031203,27: ,F: Female,W: White,N: None,SB: Victim was Sibling,15: KS,20: Residence/Home
3004,1T-1QMF1UW I: ,20031105,18: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,7: Convenience Store
3005,1T-1QMF1UW I: ,20031105,01: ,F: Female,W: White,N: None,CH: Victim was Child,15: KS,7: Convenience Store
3006,1T-1W-F1P7 I: ,20031116,14: ,M: Male,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
3007,2U-2 NO2KQ39: ,20031116,01: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
3008,3332X5HWKSCT: ,20031122,25: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,15: KS,13: Highway/Road/Alley
3009,333485MPUSCT: ,20031206,13: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
3010,CI0 ROZC6X N: ,20031124,23: ,F: Female,W: White,N: None,SE: Victim was Spouse,15: KS,20: Residence/Home
3011,3-H1K3WRVSCT: ,20031213,26: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,15: KS,25: Other/unknown
3012,6- 1WQ 728N: ,20031101,24: ,F: Female,W: White,M: Apparent Minor Injury,CS: Victim was Common-Law Spouse,15: KS,20: Residence/Home
3013,6-QRBZ 728N: ,20031127,22: ,F: Female,W: White,N: None,VO: Victim was Offender,15: KS,20: Residence/Home
3014,AD-U5FQAX IY: ,20031208,15: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
3015,J2-JR2O2BF39: ,20031021,05: ,F: Female,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
3016,6-4AYQ 728N: ,20031115,35: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,15: KS,25: Other/unknown
3017,6-4ICR 728N: ,20031218,33: ,F: Female,W: White,N: None,VO: Victim was Offender,15: KS,20: Residence/Home
3018,6-4KFQ 728N: ,20031027,24: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,13: Highway/Road/Alley
3019,4N1B4O39G0W5: ,20031116,19: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
3020,E-BSMR 728N: ,20031205,14: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,10: Field/Woods
3021,6-10AM 728N: ,20031109,17: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,21: Restaurant
3022,6-1EEZ 728N: ,20031126,79: ,M: Male,W: White,N: None,RU: Relationship Unknown,15: KS,8: Department/Discount Store
3023,9G0T4HWU8 97: ,20031005,32: ,F: Female,W: White,N: None,SE: Victim was Spouse,15: KS,20: Residence/Home
3024,6-D-YB 728N: ,20031209,24: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
3025,6-GRYB 728N: ,20031004,27: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,15: KS,20: Residence/Home
3026,6-VYM5 728N: ,20031003,42: ,M: Male,W: White,N: None,FR: Victim was Friend,15: KS,20: Residence/Home
3027,6-QAC5 728N: ,20031220,24: ,F: Female,W: White,N: None,SE: Victim was Spouse,15: KS,20: Residence/Home
3028,6-Q1CS 728N: ,20031016,28: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
3029,6-Q1CS 728N: ,20031016,35: ,M: Male,W: White,M: Apparent Minor Injury,VO: Victim was Offender,15: KS,20: Residence/Home
3030,7P-62XY7Q-F3: ,20031226,29: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
3031,7P-G8WV7Q-F3: ,20031010,23: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,15: KS,20: Residence/Home
3032,87- IIR8F39G: ,20031207,48: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,14: Hotel/Motel/Etc.
3033,6- AFZ 728N: ,20031223,10: ,F: Female,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
3034,1T1-1-ZL6X I: ,20031218,21: ,F: Female,W: White,M: Apparent Minor Injury,FR: Victim was Friend,15: KS,25: Other/unknown
3035,4N1P4 39G0W5: ,20031014,18: ,M: Male,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,15: KS,20: Residence/Home
3036,6Z1B6I5HPU72: ,20031228,35: ,M: Male,W: White,M: Apparent Minor Injury,OK: Victim was Otherwise Known,15: KS,13: Highway/Road/Alley
3037,E039QH7Z6D1A: ,20031007,42: ,M: Male,W: White,N: None,ST: Victim was Stranger,15: KS,"24: Specialty Store (TV, Fur, Etc.)"
3038,EW49P0O3LD1A: ,20031230,23: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
3039,O207HLW8BO7S: ,20031107,40: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,15: KS,20: Residence/Home
3040,2U4TD2MQ-F39: ,20031011,19: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,8: Department/Discount Store
3041,6-A-AS 728N: ,20031029,15: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,22: School/College
3042,6-AYCZ 728N: ,20031112,35: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,15: KS,25: Other/unknown
3043,6- 0BP 728N: ,20031208,23: ,F: Female,W: White,N: None,IL: Victim was In-Law,15: KS,20: Residence/Home
3044,6- SFP 728N: ,20031126,36: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,15: KS,20: Residence/Home
3045,A03HQ-RZTD1A: ,20031025,21: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,3: Bar/Nightclub
3046,OT20W39Q5ZCT: ,20031031,11: ,M: Male,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
3047,6-4IAB 728N: ,20031203,25: ,M: Male,W: White,N: None,ST: Victim was Stranger,15: KS,20: Residence/Home
3048,6-4IBM 728N: ,20031205,04: ,M: Male,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
3049,6-4KAM 728N: ,20031021,21: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,15: KS,20: Residence/Home
3050,6CUIEEU7 8N: ,20031018,17: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
3051,6CFSWEU7 8N: ,20031019,24: ,F: Female,W: White,N: None,CS: Victim was Common-Law Spouse,15: KS,20: Residence/Home
3052,CI0 XY59P2 N: ,20031212,43: ,F: Female,W: White,N: None,PA: Victim was Parent,15: KS,20: Residence/Home
3053,CI0 XCBV72 N: ,20031208,28: ,F: Female,W: White,L: Severe Laceration,SE: Victim was Spouse,15: KS,20: Residence/Home
3054,6-A0C3 728N: ,20031010,21: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
3055,3--1WJN3VSCT: ,20031221,19: ,F: Female,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,15: KS,25: Other/unknown
3056,E0BEVQU72 N: ,20031210,86: ,F: Female,W: White,N: None,OF: Victim was Other Family Member,15: KS,20: Residence/Home
3057,4N1B4QV9G0W5: ,20031105,34: ,M: Male,B: Black,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
3058,CI0 N2SM12 N: ,20031204,24: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
3059,2U-J4JH2BF39: ,20031129,01: ,M: Male,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
3060,50-U7LS58AEM: ,20031112,07: ,M: Male,W: White,N: None,ST: Victim was Stranger,15: KS,13: Highway/Road/Alley
3061,9J-W5HQ9RCTD: ,20031219,01: ,M: Male,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
3062,P03HPUPLJD1A: ,20031123,25: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,22: School/College
3063,6CU-FPU7 8N: ,20031205,39: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
3064,4N-WG414G0W5: ,20031205,39: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
